date,period,name,title,type,link
20220427,187,王增勇,促進轉型正義委員會_委員,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=63690
20220427,187,陳雨凡,促進轉型正義委員會_委員,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=63691
20220427,187,陳雨凡,促進轉型正義委員會_委員,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=63713
20210824,180,林佳範,促進轉型正義委員會_委員,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=62573
20210824,180,林佳範,促進轉型正義委員會_委員,04信託申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=62574
20201208,168,林佳範,促進轉型正義委員會_委員,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=60743
20201208,168,林佳範,促進轉型正義委員會_委員,04信託申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=60744
20201208,168,陳雨凡,促進轉型正義委員會_委員,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=60745
20201208,168,林佳範,促進轉型正義委員會_委員,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=60812
20201016,167,王增勇,促進轉型正義委員會_委員,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=60491
20201016,167,彭仁郁,促進轉型正義委員會_委員,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=60492
20200417,159,彭仁郁,促進轉型正義委員會_委員,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=59174
20200417,159,葉虹靈,促進轉型正義委員會_委員,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=59175
20200417,159,楊翠,促進轉型正義委員會_委員,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=59176
20200417,159,楊翠,促進轉型正義委員會_委員,04信託申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=59177
20181116,138,彭仁郁,促進轉型正義委員會_委員,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=58349
20181116,138,葉虹靈,促進轉型正義委員會_委員,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=58350
20181116,138,楊翠,促進轉型正義委員會_委員,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=58351
20181116,138,楊翠,促進轉型正義委員會_委員,04信託申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=58352
