date,period,name,title,type,link
20220727,192,李皇章,台灣中油股份有限公司天然氣事業部_執行長,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=64389
20220309,182,李皇章,台灣中油股份有限公司天然氣事業部_執行長,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=63208
20211208,181,李皇章,台灣中油股份有限公司天然氣事業部_執行長,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=63092
20210824,180,李皇章,台灣中油股份有限公司天然氣事業部_執行長,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=62685
20210709,179,李皇章,台灣中油股份有限公司天然氣事業部_執行長,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=62313
20210129,170,李皇章,台灣中油股份有限公司天然氣事業部_執行長,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=61145
20150508,85,李皇章,台灣中油股份有限公司天然氣事業部_執行長,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=42535
20150508,85,李皇章,台灣中油股份有限公司天然氣事業部_執行長,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=42536
20140703,65,陳傑源,台灣中油股份有限公司天然氣事業部_執行長,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=22751
20121228,49,陳傑源,台灣中油股份有限公司天然氣事業部_執行長,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=20297
20121228,49,陳傑源,台灣中油股份有限公司天然氣事業部_執行長,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=20298
20120326,34,陳傑源,台灣中油股份有限公司天然氣事業部_執行長,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=17436
20130928,33,陳傑源,台灣中油股份有限公司天然氣事業部_執行長,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=17263
20110928,33,陳傑源,台灣中油股份有限公司天然氣事業部_執行長,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=17263
20110620,25,陳傑源,台灣中油股份有限公司天然氣事業部_執行長,08信託指示通知,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=16743
