date,period,name,title,type,link
20220506,188,陳錦祥,臺北自來水事業處_處長,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=63824
20220506,188,陳錦祥,臺北自來水事業處_處長,04信託申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=63825
20210517,176,陳錦祥,臺北自來水事業處_處長,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=61765
20210517,176,陳錦祥,臺北自來水事業處_處長,04信託申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=61766
20200522,162,陳錦祥,臺北自來水事業處_處長,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=59775
20200522,162,陳錦祥,臺北自來水事業處_處長,04信託申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=59776
20190509,146,陳錦祥,臺北自來水事業處_處長,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=52861
20190509,146,陳錦祥,臺北自來水事業處_處長,04信託申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=52862
20180516,133,陳錦祥,臺北自來水事業處_處長,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=49102
20180516,133,陳錦祥,臺北自來水事業處_處長,04信託申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=49103
20170419,119,陳錦祥,臺北自來水事業處_處長,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=46483
20170419,119,陳錦祥,臺北自來水事業處_處長,04信託申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=46484
20170323,118,陳錦祥,臺北自來水事業處_處長,04信託申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=46305
20160415,104,陳錦祥,臺北自來水事業處_處長,01一般申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=43998
20160415,104,陳錦祥,臺北自來水事業處_處長,04信託申報,https://priq-out.cy.gov.tw/GipExtendWeb/wSite/SpecialPublication/fileDownload.jsp?id=43999
